"OCCUPATIONTYPE","OCCUPATIONID","RELATIONTYPE","SKILLID","SIGNALLINGVALUELABEL","SIGNALLINGVALUE"
"escooccupation","key_22948","optional","key_19590","",""
"escooccupation","key_22949","essential","key_19886","",""
"escooccupation","key_22949","essential","key_19875","",""
"escooccupation","key_22949","essential","key_19975","",""
"escooccupation","key_22949","optional","key_19797","",""
"escooccupation","key_22950","essential","key_19535","",""
"escooccupation","key_22950","optional","key_20154","",""
"escooccupation","key_22951","optional","key_19860","",""
"escooccupation","key_22951","optional","key_20378","",""
"escooccupation","key_22952","essential","key_19873","",""
"escooccupation","key_22953","essential","key_20049","",""
"escooccupation","key_22953","essential","key_19906","",""
"escooccupation","key_22953","optional","key_19777","",""
"escooccupation","key_22953","optional","key_20224","",""
"escooccupation","key_22954","optional","key_19591","",""
"escooccupation","key_22955","essential","key_20063","",""
"escooccupation","key_22955","essential","key_20088","",""
"escooccupation","key_22956","essential","key_19727","",""
"escooccupation","key_22956","essential","key_20135","",""
"escooccupation","key_22956","optional","key_19878","",""
"escooccupation","key_22956","optional","key_20062","",""
"escooccupation","key_22957","optional","key_19777","",""
"escooccupation","key_22957","optional","key_19906","",""
"escooccupation","key_22958","essential","key_19860","",""
"escooccupation","key_22958","essential","key_19946","",""
"escooccupation","key_22959","optional","key_19983","",""
"escooccupation","key_22959","optional","key_20127","",""
"escooccupation","key_22959","optional","key_20269","",""
"escooccupation","key_22960","essential","key_20279","",""
"escooccupation","key_22960","essential","key_20371","",""
"escooccupation","key_22961","essential","key_20190","",""
"escooccupation","key_22961","essential","key_20363","",""
"escooccupation","key_22961","optional","key_19936","",""
"escooccupation","key_22961","optional","key_20114","",""
"escooccupation","key_22962","optional","key_20127","",""
"escooccupation","key_22962","optional","key_20269","",""
"escooccupation","key_22963","essential","key_20355","",""
"escooccupation","key_22964","essential","key_19784","",""
"escooccupation","key_22964","essential","key_19942","",""
"escooccupation","key_22964","essential","key_20386","",""
"escooccupation","key_22965","essential","key_19633","",""
"escooccupation","key_22965","essential","key_19916","",""
"escooccupation","key_22965","essential","key_20024","",""
"escooccupation","key_22966","essential","key_19642","",""
"escooccupation","key_22966","essential","key_19590","",""
"escooccupation","key_22966","essential","key_19907","",""
"escooccupation","key_22966","essential","key_20217","",""
"escooccupation","key_22966","essential","key_20222","",""
"escooccupation","key_22967","essential","key_20215","",""
"escooccupation","key_22968","essential","key_19583","",""
"escooccupation","key_22968","essential","key_19867","",""
"escooccupation","key_22968","essential","key_19876","",""
"escooccupation","key_22969","essential","key_19886","",""
"escooccupation","key_22969","essential","key_19959","",""
"escooccupation","key_22969","optional","key_20101","",""
"escooccupation","key_22970","essential","key_19600","",""
"escooccupation","key_22970","essential","key_19788","",""
"escooccupation","key_22970","optional","key_20081","",""
"escooccupation","key_22971","essential","key_19959","",""
"escooccupation","key_22971","essential","key_20088","",""
"escooccupation","key_22971","essential","key_20180","",""
"escooccupation","key_22971","optional","key_19902","",""
"escooccupation","key_22971","optional","key_20179","",""
"escooccupation","key_22972","essential","key_19811","",""
"escooccupation","key_22972","essential","key_20088","",""
"escooccupation","key_22972","essential","key_20353","",""
"escooccupation","key_22972","optional","key_20002","",""
"escooccupation","key_22973","essential","key_19814","",""
"escooccupation","key_22973","essential","key_20243","",""
"escooccupation","key_22973","optional","key_19860","",""
"escooccupation","key_22973","optional","key_20378","",""
"escooccupation","key_22974","optional","key_19947","",""
"escooccupation","key_22974","optional","key_20135","",""
"escooccupation","key_22975","essential","key_19590","",""
"escooccupation","key_22975","essential","key_19636","",""
"escooccupation","key_22975","essential","key_20002","",""
"escooccupation","key_22976","essential","key_20274","",""
"escooccupation","key_22976","essential","key_19830","",""
"escooccupation","key_22976","optional","key_19496","",""
"escooccupation","key_22976","optional","key_20185","",""
"escooccupation","key_22977","essential","key_20408","",""
"escooccupation","key_22977","essential","key_19647","",""
"escooccupation","key_22977","essential","key_19747","",""
"escooccupation","key_22977","essential","key_19815","",""
"escooccupation","key_22977","essential","key_20088","",""
"escooccupation","key_22977","optional","key_19830","",""
"escooccupation","key_22977","optional","key_20180","",""
"escooccupation","key_22978","essential","key_20157","",""
"escooccupation","key_22978","optional","key_19954","",""
"escooccupation","key_22979","essential","key_19815","",""
"escooccupation","key_22979","essential","key_20088","",""
"escooccupation","key_22979","optional","key_19866","",""
"escooccupation","key_22979","optional","key_20220","",""
"escooccupation","key_22981","optional","key_19974","",""
"escooccupation","key_22982","essential","key_19497","",""
"escooccupation","key_22983","essential","key_20073","",""
"escooccupation","key_22984","essential","key_20228","",""
"escooccupation","key_22984","optional","key_19957","",""
"escooccupation","key_22985","essential","key_20115","",""
"escooccupation","key_22985","essential","key_19589","",""
"escooccupation","key_22985","essential","key_19844","",""
"escooccupation","key_22985","essential","key_19920","",""
"escooccupation","key_22985","essential","key_20372","",""
"escooccupation","key_22987","essential","key_19625","",""
"escooccupation","key_22987","essential","key_20154","",""
"escooccupation","key_22988","essential","key_19991","",""
"escooccupation","key_22988","optional","key_19429","",""
"escooccupation","key_22988","optional","key_19571","",""
"escooccupation","key_22988","optional","key_19653","",""
"escooccupation","key_22988","optional","key_20102","",""
"escooccupation","key_22988","optional","key_20106","",""
"escooccupation","key_22988","optional","key_20121","",""
"escooccupation","key_22988","optional","key_20168","",""
"escooccupation","key_22988","optional","key_20332","",""
"escooccupation","key_22988","optional","key_19712","",""
"escooccupation","key_22990","essential","key_19886","",""
"escooccupation","key_22990","essential","key_20150","",""
"escooccupation","key_22991","optional","key_20025","",""
"escooccupation","key_22991","optional","key_20154","",""
"escooccupation","key_22991","optional","key_20179","",""
"escooccupation","key_22992","essential","key_20180","",""
"escooccupation","key_22992","essential","key_20279","",""
"escooccupation","key_22993","essential","key_19431","",""
"escooccupation","key_22993","essential","key_19566","",""
"escooccupation","key_22993","essential","key_20279","",""
"escooccupation","key_22993","essential","key_20342","",""
"escooccupation","key_22993","essential","key_20355","",""
"escooccupation","key_22993","optional","key_19567","",""
"escooccupation","key_22994","optional","key_20370","",""
"escooccupation","key_22994","optional","key_19432","",""
"escooccupation","key_22994","optional","key_20217","",""
"escooccupation","key_22995","essential","key_19454","",""
"escooccupation","key_22995","essential","key_20261","",""
"escooccupation","key_22996","essential","key_19943","",""
"escooccupation","key_22996","essential","key_20186","",""
"escooccupation","key_22996","essential","key_19991","",""
"escooccupation","key_22996","optional","key_19429","",""
"escooccupation","key_22996","optional","key_19452","",""
"escooccupation","key_22996","optional","key_19571","",""
"escooccupation","key_22996","optional","key_19653","",""
"escooccupation","key_22996","optional","key_19686","",""
"escooccupation","key_22996","optional","key_20092","",""
"escooccupation","key_22996","optional","key_20102","",""
"escooccupation","key_22996","optional","key_20106","",""
"escooccupation","key_22996","optional","key_20168","",""
"escooccupation","key_22996","optional","key_20354","",""
"escooccupation","key_22996","optional","key_19711","",""
"escooccupation","key_22997","essential","key_19642","",""
"escooccupation","key_22997","essential","key_19590","",""
"escooccupation","key_22997","essential","key_19907","",""
"escooccupation","key_22997","essential","key_20217","",""
"escooccupation","key_22997","essential","key_20222","",""
"escooccupation","key_22998","essential","key_19886","",""
"escooccupation","key_22998","essential","key_19529","",""
"escooccupation","key_22998","optional","key_19797","",""
"escooccupation","key_22999","essential","key_19458","",""
"escooccupation","key_22999","essential","key_20002","",""
"escooccupation","key_22999","essential","key_20154","",""
"escooccupation","key_23000","essential","key_20153","",""
"escooccupation","key_23000","essential","key_19424","",""
"escooccupation","key_23000","essential","key_19933","",""
"escooccupation","key_23002","optional","key_20153","",""
"escooccupation","key_23002","optional","key_19590","",""
"escooccupation","key_23003","essential","key_19826","",""
