UUID,OriginUUID,TabiyaURI,ESCO_UUID,altLabels
,,,,"trainee import export specialist in machinery, industrial equipment, ships and aircraft
trainee export specialist in machinery, industrial equipment, ships and aircraft
customs compliance specialist in machinery, industrial equipment, ships and aircraft
graduate export specialist in machinery, industrial equipment, ships and aircraft
import export specialist in machinery, industrial equipment, ships and aircraft
international trade compliance specialist in machinery, industrial equipment, ships and aircraft
trainee import specialist in machinery, industrial equipment, ships and aircraft
senior export specialist in machinery, industrial equipment, ships and aircraft
assistant import specialist in machinery, industrial equipment, ships and aircraft
assistant export specialist in machinery, industrial equipment, ships and aircraft
assistant import export specialist in machinery, industrial equipment, ships and aircraft
senior import export specialist in machinery, industrial equipment, ships and aircraft
graduate import specialist in machinery, industrial equipment, ships and aircraft
senior import specialist in machinery, industrial equipment, ships and aircraft
graduate import export specialist in machinery, industrial equipment, ships and aircraft"
,,,,"media coordinator
media manager
media planning strategist
media planner
junior media planner
media planner/buyer
media planning manager
digital media planner
senior media planner
advertising media planner
media planning expert
media planning executive"
,,,,"membranophone musical instruments maker
kazoo maker
membranophone musical instruments builder
membranophone musical instrument craftsman
membranophone musical instrument production worker
membranophone musical instrument constructor
tubular drum maker
drum maker
kettle drum maker
membranophone musical instrument craftswoman
friction drum maker
mirliton maker
swazzle maker
membranophone musical instrument assembler
frame drum maker"
,,,,"educator in first aid
instructor in first aid principles
trainer in first aid
first aid educator
first aid instructor
instructor in first aid
instructor in first aid techniques
first aid trainer"
,,,,"ship freight handler
longshoreman
stevedore
dock worker
dock labourer"
,,,,"quarry earth moving equipment operative
aggregate driver
surface miner equipment operator
surface mining heavy equipment driver
surface miner (heavy equipment)
surface mine plant operator
quarry plant operator
tipper driver"
,,,,"immunology research analyst
immunology studies analyst
immunology studies research scientist
immunology studies scientist
immunology scientist
immunologist
immunology researcher
immunology studies scholar
immunologists
immunology analyst
immunology research scientist
immunology studies researcher
immunology studies research analyst
immunology scholar
immunology science researcher"
,,,,"environmental officer
environmental policy advisor
principal environmental policy officer
senior environmental policy officer
environmental policy officer
policy officer
environmental policy analyst
environmental policy researcher
environmental projects and policy officer
environmental policy consultant"
,,,,"tour operator representative
holiday rep
tour representative
tour rep
holiday representative"
,,,,"aviation safety inspector
aviation diagnostic inspector
avionics systems inspector
aviation test inspector
avionics installation inspector
avionics test inspector
aviation maintenance inspector
avionics inspector
avionics diagnostic inspector
aviation installation inspector
flight safety inspector
avionics safety inspector
avionics repair inspector
avionics maintenance inspector
aviation systems inspector
aviation repair inspector"
,,,,"processing engineer
process engineer
manufacturing systems engineer
process technology engineering adviser
processes engineer
process engineering adviser
process technology engineer
process engineering specialist
process technology engineering specialist
process technology engineering expert
process engineering consultant
process engineering expert
process technology engineering consultant
industrial quality engineer"
,,,,"timed delivery motorcycle driver
sameday delivery motorcycle driver
express delivery motorcycle driver
motorcyle courier
motorcycle delivery person
telephone directory motorcycle deliverer
home delivery motorcycle driver
motorcycle driver of deliveries"
,,,,"natural wood factory controller
wood factory supervisor
wood factory manager
solid wood factory supervisor
timber factory manager
wood factory administrator
solid wood factory controller
solid wood factory manager
wood factory executive
furniture factory manager
natural wood factory manager
wood factory controller
wood factory overseer
natural wood factory supervisor
wood manager
wood factory coordinator"
,,,,"university law lecturer
law lecturer
university law teacher
law docent
law teacher
law lector
lecturer in law
professor of law
specialist law lecturer
lecturer of law
law professor
university lecturer in law
higher education law teacher
senior lecturer in law
law instructor
university law instructor"
,,,,"TV news editor
news director
night news editor
radio editor
tv news director
broadcast news editor
radio reporter
television news editor
international news director
television news director
radio journalist
news editor
radio news editor
digital news editor"
,,,,"weaving shop manager
pottery shop manager
craft superstore manager
craft supermarket manager
paint shop manager
craft shop manager
craft counter manager
craft department manager
hobby shop manager
craft concession manager
sewing shop manager
artists materials shop manager"
,,,,"cigarette specialised seller
cigar salesperson
tobacconists salesperson
cigarette salesperson
tobacco salesperson
tobacconist salesperson
tobacconists specialised seller
tobacco specialized seller
tobacconist specialised seller
purveyor of tobacco and tobacco products
cigar and cigarette specialised seller
cigar specialised seller
cigar and cigarette salesperson"
,,,,"CFO
treasury clerk
chief financial officer
financial institution treasurer
senior treasury analyst
bank treasurer
deputy bank treasurer"
,,,,"milk treatment operator
milk processing operator
milk treatment operative
milk heat treatment process operator
milk processing operative"
,,,,"brick and tile caster
brick and tile making machine operative
brick and tile-making machine operator
cutter operator, tile
tile caster
caster (brick and tile)
cutter operator, brick
brick and tile making machine operator
auger-press operator
castables operative
pug mill operator
castables worker
brick caster
brick and tile-making machine operative"
,,,,"preschool special educational needs teacher
early years teacher in special educational needs
early years SEN teacher
early childhood special educational needs teacher
nursery special educational needs teacher
early years special needs teacher
teacher in early years special educational needs
teacher in early years SEN"
,,,,"circus arts trainer
circus teacher
trainer in circus arts
teacher of circus arts
instructor of circus arts
circus arts instructor
circus arts teaching practitioner
circus arts educator
circus arts teacher"
,,,,"technical salespeople in industrial equipment
technical salesman in machinery
technical saleswoman in machinery
trainee technical sales engineer in machinery and industrial equipment
technical salesman in industrial equipment
technical salesperson in machinery
plant machinery sales representative
machinery and industrial equipment salesperson
trainee technical sales representative in machinery and industrial equipment
technical salespeople in machinery
technical salespeople in machinery and industrial equipment
graduate technical sales engineer in machinery and industrial equipment
machinery sales representative
senior technical sales representative in machinery and industrial equipment
technical salesperson in industrial equipment
technical salesperson in machinery and industrial equipment
technical saleswoman in machinery and industrial equipment
graduate technical sales representative in machinery and industrial equipment
technical saleswoman in industrial equipment
technical sales representative in machinery and industrial equipment
technical salesman in machinery and industrial equipment
assistant technical sales engineer in machinery and industrial equipment
senior technical sales engineer in machinery and industrial equipment
assistant technical sales representative in machinery and industrial equipment
mechanical equipment sales representative"
,,,,"epidaemiologist
epidemiologist
epidemiology science researcher
epidemiology analyst
epidemiology research scientist
epidemiology scientist
epidemiology researcher
epidemiology scholar
epidemiology research analyst"
,,,,"social work supervisor
social work team leader
social work team manager
senior social worker
social work programme supervisor
social services team manager
social work team supervisor
social work manager
social work programme manager
social services coordinator"
,,,,"graduate perfume and cosmetics distribution manager
senior perfume and cosmetics distribution manager
perfume and cosmetics distribution manager
perfume and cosmetics supply chain planner
perfume and cosmetics supply chain manager
perfume and cosmetics distribution planner
perfume and cosmetics logistics manager
perfume and cosmetics logistics planner
assistant perfume and cosmetics distribution manager
trainee perfume and cosmetics distribution manager"
,,,,"youth project team leader
welfare advisor
youth employment advisor
youth centre worker
youth advisor
youth worker
social worker youth justice
youth mentor
senior youth worker
youth project team worker
youth advocate
youth support worker
youth and community worker
youth social worker
youth programmes social worker
juvenile care worker
youth guidance worker"
,,,,"business continuity analyst
business development executive
business developer
business development strategist"
,,,,"discount supermarket manager
outlet centre manager
hypermarket manager
food supermarket manager
general merchandise manager
graduate supermarket manager
senior supermarket manager
concession store manager
supermarket general store manager
grocery shop manager
assistant supermarket manager
trainee supermarket manager
graduate trainee supermarket manager
supermarket manager"
,,,,"assistant import export specialist in  fish, crustaceans and molluscs
graduate import export specialist in  fish, crustaceans and molluscs
assistant import specialist in  fish, crustaceans and molluscs
customs compliance specialist in  fish, crustaceans and molluscs
trainee import export specialist in  fish, crustaceans and molluscs
senior import export specialist in  fish, crustaceans and molluscs
trainee export specialist in  fish, crustaceans and molluscs
senior import specialist in  fish, crustaceans and molluscs
international trade compliance specialist in  fish, crustaceans and molluscs
graduate export specialist in  fish, crustaceans and molluscs
graduate import specialist in  fish, crustaceans and molluscs
senior export specialist in  fish, crustaceans and molluscs
trainee import specialist in  fish, crustaceans and molluscs
import export specialist in  fish, crustaceans and mollusks
assistant export specialist in  fish, crustaceans and molluscs"
,,,,"seismology researcher
seismology science researcher
seismology scholar
seismologists
seismology scientist
seismologist
seismology research analyst
seismology research scientist
seismology analyst"
,,,,"computer service agent
computer repairman
computer hardware repairman
computer hardware repairer
computer hardware repair technician
computer technical support agent
computer expert
computer service and repair technician
computer technician
computer repairer"
,,,,"advanced medical scientist
biomedical scientist advanced
advanced analyst in biomedical science
expert scientist in biomedicine
advanced researcher in biomedical science
advanced clinical laboratory scientist
advanced medical laboratory scientist
advanced practitioner in biomedical science
advanced biomedical researcher
advanced biomedical doctor"
,,,,"customer relations representative
customer contact center information clerk
customer representative
customer helpdesk clerk
customer service clerk
client services clerk
customer support officer
customer contact clerk
customer information center assistant"
,,,,"investment operations analyst
investment specialist
portfolio analyst
investment banking business analyst
investment analyst
investment accounting analyst
investment officer
oil and gas investment banking analyst
investment banking analyst
investment compliance analyst"
,,,,"foreign exchange teller
foreign exchange office clerk
bank foreign exchange cashier
foreign exchange clerk
bank foreign exchange office clerk
forex cashier
money exchanger
foreign exchange cashier"
,,,,"trainer in fire academy
trainer of firefighters
firefighter teaching practitioner
firefighter trainer
fire academy trainer
instructor of firefighters
fire academy instructor
firefighter instructor
educator of firefighters
fire instructor
instructor in fire academy"
,,,,"wing commander
colonel
lieutenant colonel
battalion commander"
,,,,"tree climber
climber
arborist
arboriculturists
arboretum worker
tree doctor
arboriculture specialist
arboriculturist"
,,,,"food columnist
advice columnist
commentator
columnist
editorial opinion columnist
humor columnist
senior columnist
magazine journalist
gossip columnist
political columnist"
,,,,"senior export manager
graduate international trade compliance manager
assistant international trade compliance manager
senior international trade manager
trainee import export manager
senior import manager
import export manager
graduate customs compliance manager
graduate import export manager
senior customs compliance manager
trainee international trade manager
assistant import manager
assistant export manager
graduate import manager
assistant customs compliance manager
trainee international trade compliance manager
trainee import manager
assistant international trade manager
graduate export manager
trainee customs compliance manager
trainee export manager
senior international trade compliance manager
graduate international trade manager
assistant import export manager
senior import export manager"
,,,,"spokesman
public relations officer
media relations specialist
spokeswoman
media coordinator
public relations coordinator
press secretary
communications officer
company spokesperson
spokesperson"
,,,,"gaming supervisor
casino dealer & pit boss
gaming floor boss
pit boss
pit manager
electronic gaming supervisor
casino pit boss
casino dealer and pit boss
gaming floor manager
casino pit boss and dealer
gaming floor supervisor
casino pit boss & dealer"
,,,,"traffic warden
civil enforcement officer
civil enforcement supervisor
parking manager
civil enforcement agent
parking attendant"
,,,,"truck brake technician
car brake technician
lorry brake technician
automotive braking systems repair technician
brake technician
suspension technician
automotive brake technician
automotive braking systems diagnostic technician
automotive braking systems technician"
,,,,"feed mill operator
animal feed worker
feed mill worker
animal feeder
feeder
feed worker
animal feed operator"
,,,,"porperty acquisitions manager
property acquisitions area manager
property transactions supervisor
property acquisitions manager
land acquisition coordinator
land acquisition specialist
property acquisition manager
director of property acquisition services
land acquisition manager
real estate acquisitions specialist
real estate acquisitions manager"
,,,,"aviation stress analyst
materials analyst
stress analyst
material stress-strain analyst
materials stress analyst material analyst
structure engineer
materials stress analyst
materials stress technician
stress tester
aircraft body stress analyst
material stress analyst
aeroplane stress analyst
airframe stress analyst
structural engineer
stress technician
stress-strain analyst"
,,,,"business to business sales consultant in metals and metal ores
wholesale merchandiser in metals and metal ores
trainee wholesale merchant in metals and metal ores
graduate wholesale merchant in metals and metal ores
wholesaler in metals and metal ores
wholesale trader in metals and metal ores
wholesale buyer in metals and metal ores
assistant wholesale merchant in metals and metal ores
wholesale merchant in metals and metal ores
senior wholesale merchant in metals and metal ores
business to business seller in metals and metal ores
B2B sales consultant in metals and metal ores"
,,,,"investments manager
portfolio administrator
portfolio managers
fund manager
portfolio administrators
fund directors
investment fund coordinator
fund director
fund managers
investment fund adviser
fixed income portfolio manager
investment managers
investment fund portfolio manager
investment fund manager
investment fund advisor
investments fund manager"
,,,,"speculative property developer
house developer
housing developer
domestic property developer
property developers
commercial developer
office property developer
speculative developer
developer of real estate
speculative builder
office developer
property developer
land developer
commercial property developer
real estate developer"
,,,,"rental advisor in agricultural machinery and equipment
rental service supervisor in agricultural machinery and equipment
rental sales desk supervisor in agricultural machinery and equipment
rental sales assistant in agricultural machinery and equipment
rental service team leader in agricultural machinery and equipment
rental sales desk clerk in agricultural machinery and equipment
rental sales manager in agricultural machinery and equipment
rental sales desk agent in agricultural machinery and equipment
rental service desk clerk in agricultural machinery and equipment
rental sales worker in agricultural machinery and equipment
rental service manager in agricultural machinery and equipment
rental sales team leader in agricultural machinery and equipment
rental service representative in agricultural machinery and equipment
rental sales supervisor in agricultural machinery and equipment
rental service worker in agricultural machinery and equipment
rental service assistant in agricultural machinery and equipment
rental specialist in agricultural machinery and equipment
rental service desk supervisor in agricultural machinery and equipment
rental service desk agent in agricultural machinery and equipment"
,,,,"road transport maintenance coordinator
road transport maintenance scheduler
vehicle maintenance scheduler
vehicle maintenance coordinator
route vehicle maintenance planning officer
route vehicle maintenance coordinator
vehicle maintenance planning officer
road transport maintenance officer
scheduler of road transport maintenance
route vehicle maintenance scheduler"
,,,,"fermenter
wine products fermenter
wine fermenter
fermentation process operator"
,,,,"mediation and education manager
education and visitor services manager
visitor service and education manager
visitor service supervisor
art curator
visitor service manager
visitor services and education manager
art mediation developer
education and visitor service manager
museum education specialist
cultural visitor services supervisor
museum interpretation developer
visitor engagement manager"
,,,,"plywood quality rater
veneer grader
plywood quailty grader
veneer quality tester
plywood rater
plywood stock grader
veneer quailty grader
plywood-stock grader
veneer rater
plywood tester
veneer quality rater
plywood grader
plywood quality tester
veneer tester"
,,,,"artisan woodworker
heritage wood worker
master woodcarver
craft wood carver
heritage woodcarver
traditional woodcarver
heritage woodworker
artisan woodcarver
traditional wood carver
artisan
heritage wood carver
traditional handcarver
artisan wood worker
craft woodcarver
artisanal woodcarver
handcarver
woodcarver"
,,,,"sexual violence advisor
sexual assault social counselor
victim care unit counsellor
counsellor, sexual violence
sexual violence counselor
sexual violence victim advocate
victim care unit worker
sexual assault counsellor
sexual violence support worker
victim support worker
victim care worker
domestic violence counsellor"
,,,,"sea food restaurant cook
sea food cook
seafood cook
fish station chef
fish cook
seafood restaurant cook
fish fryer
fish chef
fish restaurant chef
fish section cook
saucier
fish frier
fish restaurant cook
fish section chef
fish station cook
poissonnier"
,,,,"viticulturist
viticulture adviser
viticulture specialist
adviser on viticulture
viniculturist
viniculture adviser
wine production adviser"
,,,,"trainee export specialist in mining, construction, civil engineering machinery
assistant export specialist in mining, construction, civil engineering machinery
assistant import specialist in mining, construction, civil engineering machinery
import export specialist in mining, construction, civil engineering machinery
graduate import export specialist in mining, construction, civil engineering machinery
senior export specialist in mining, construction, civil engineering machinery
senior import export specialist in mining, construction, civil engineering machinery
trainee import specialist in mining, construction, civil engineering machinery
graduate export specialist in mining, construction, civil engineering machinery
graduate import specialist in mining, construction, civil engineering machinery
customs compliance specialist in mining, construction, civil engineering machinery
senior import specialist in mining, construction, civil engineering machinery
international trade compliance specialist in mining, construction, civil engineering machinery
assistant import export specialist in mining, construction, civil engineering machinery
trainee import export specialist in mining, construction, civil engineering machinery"
,,,,"construction general contractor
construction contactor
construction site contractor
general contractor in construction
construction project manager"
,,,,"onshore wind energy engineering expert
onshore wind power engineer
onshore wind energy technology engineering specialist
onshore wind energy engineering specialist
onshore wind energy systems engineer
onshore wind energy specialist"
,,,,"general manager of maritime water transport
maritime water transportation managing director
maritime water transportation general manager
sea transport general manager
maritime water transport general manager
marine transport general manager
sea transportation general manager
maritime transport managing director
general manager of maritime water transportation
marine transportation general manager
maritime transport manager
sea transportation managing director
maritime transportation managing director
maritime water transport managing director
sea transport managing director"
,,,,"3D modellers
3D texturing artist
3D modeler
CGI modeller
computer-generated imagery modeller
3D artist
3D developer
3D specialist"
,,,,"legal executive
legal case administrator
case administrator
probation case administrator
legal administation officer
prison case administrator
domestic abuse case administrator"
,,,,"economic geographer
geography research scientist
physical geographer
natural geographer
biogeographer
geographer
cultural geographer
geographers
human geographer"
,,,,"financial clerk
account receivable clerk
accounts receivables clerk
invoice clerk
accounting officer
financial administration clerk
posting clerk
billing clerk
accounts payable officer"
,,,,"pulp and paper technologist
pulp production engineer
pulp and paper production specialist
pulp production specialist
pulp production technologist
pulp and paper technician
pulp production technician
pulp technician"
,,,,"lock plater
electric plater
silver plater
galvanising machine operator
gold plater
gold plating machine operator
copper plater
metal plating technician
electro plating technician
electroplating machine operator
non nickel plater
hot-dip plater
zinc plater
metal plater
electro-plater
hot dip plater
oxidised finish plater
chrome plater
bronze plater
nickel plater
electro plater
electroplater
electrodeposition operator"
,,,,"grants and contracts administrator
proposals administrator
grants and trusts administrator
grants and contracts officer
grants administrator
research grants administrator
grants & contracts officer
grants administration funding officer"
,,,,"engineer in automated systems
engineer in automation systems
engineer in automation
unmanned vessel engineer
agricultural automation engineer
automated systems engineer
automation engineer
automated systems specialist
specialist in automated systems
specialist in automation systems
manufacturing  engineer in automation
automation systems engineer
vessel autonomy engineer
fleet autonomy system engineer"
,,,,"industrial mobile devices software developer
industrial mobile devices software coder
handheld software developer
handheld programmer
industrial mobile devices software programmer"
,,,,"ICT procurer
ICT buyers
IT buyer
ICT purchaser
ICT buyer
ICT procurement officer
IT procurement officer"
,,,,"barbecue cook
line cook
rotisserie chef
grill chef
barbecue chef
grill cook
steakhouse cook
line chef
grill section chef
grill station chef
rotisserie cook
grill station cook
steakhouse chef
grill section cook"
,,,,"import export manager in machine tools
senior import export manager in machine tools
assistant import export manager in machine tools
trainee export manager in machine tools
customs compliance manager in machine tools
senior import manager in machine tools
trainee import manager in machine tools
senior export manager in machine tools
assistant import manager in machine tools
trainee import export manager in machine tools
international trade compliance manager in machine tools
international trade manager in machine tools
graduate export manager in machine tools
assistant export manager in machine tools
graduate import manager in machine tools
graduate import export manager in machine tools"
,,,,"director of staff
brigadier
military brigadier
army brigadier
field officer
brigadier general"
,,,,"real estate surveyor
real estate surveyors
real estate analyst
municipal assessor"
,,,,"dog/cat boarding supervisor
animal care manager
pet boarding operator
kennel operator
dog/cat kennel supervisor
pet boarding supervisor
dog/cat boarding manager
kennel manager
animal care supervisor
kennel supervisor
pet boarding manager
dog/cat kennel manager"
,,,,"aviation development planner
airport development director
airport planning manager
airport development engineer
airport planning engineer"
,,,,"furniture planner & designer
furniture designer
furniture & interior designer
interior FF&E designer
furniture maker
furniture planner
furniture craftsman
furniture designer and maker
furniture design consultant
furniture planner and designer
furniture designers
furniture designer and planner
furniture design advisor
FF&E designer
furniture designer & planner
interior and furniture designer
furniture, fixments, and equipment designer
furniture builder
hand-made furniture maker
furniture artist
furniture craftswoman
furniture and interior designer
hand-made furniture builder
furniture design specialist
product designer, furniture
furniture technologist
hand-made furniture designer
furniture design expert
furniture technician
interior & furniture designer
furniture designer & maker"
,,,,"kitchen unit installer
kitchen joiner and fitter
kitchen fitting  specialist
kitchen installation worker
kitchen carpenter and joiner
replacement kitchen installer
kitchen fitter
kitchen refurbishment team member
kitchen furniture fitter
kitchen installation specialist
kitchen refurbishment team worker
kitchen installer"
,,,,"automatic casting machine technician
automatic casting- forging machine operative
forgesmith
die forger
mechanical forging press forge hand
automatic forging machine operative
automatic casting forging machine technician
mechanical forging press forge operator
forge press operator
forge press operative
automatic casting- forging machine operator
automatic casting forging machine operator
automatic casting machine operator
mechanical forging press worker
spring forge operator
spring forger
drop forge operator
automatic forging machine operator"
,,,,"evolutionary cosmologist
cosmology research scientist
cosmology data scientist
cosmology scientist
theoretical cosmologist
observational cosmologist
cosmologist"
,,,,"laser cutting machine operator
laser set up operative
laser mill operative
CNC metal cutting machine worker
laser cutting technician
cnc laser cutter
laser drill operator
metal cutting machine operative
laser mill inspector
laser mill technician
laser cutting machine worker
CNC metal cutting machine setter
CNC laser cutting machine operative
metal cutting machine tender
laser cutting machine setter
laser cutting machine tender
computer numerical controlled laser cutting machine worker
laser cutting machine set-up operator
laser mill operator
computer numerical controlled metal cutting machine worker
computer numerical controlled laser cutting machine setter
laser drilling operative
CNC laser cutting machine operator
laser cutter production operator
CNC laser cutting machine set-up technician
computer numerical controlled laser cutter operator
computer numerical controlled laser cutting machine tender
computer numerical controlled metal cutting machine tender
CNC laser cutting machine worker
laser cutter
laser drill set-up technician
laser drill operative
laser cutter inspector
laser drill inspector
laser cutter technician
CNC laser cutter
CNC laser cutting machine tender
CNC laser cutting machine setter
laser cutting machine operative
laser cutter production operative
computer numerical controlled laser cutting machine operative
metal cutting machine worker
laser drill set-up inspector
CNC metal cutting machine tender
computer numerical controlled laser cutting machine operator
CNC laser set-up inspector
laser drill technician
metal cutting machine setter
laser cutting machine set-up operative
computer numerical controlled metal cutting machine setter
laser cutter production worker
laser set up operator
CNC metal cutting machine operative"
,,,,"orthopaedic appliance maker
surgical instrument maker
surgical instrument designer
medical instrument design technician
surgical device repairer
surgical instrument assembler
medical instrument designer
medical instrument repairer
surgical device design technician
medical instrument assembler
surgical instrument technician
surgical instrument design technician
medical instrument technician
surgical device assembler
surgical instrument repairer
surgical device designer
surgical device technician"
,,,,"driving educator
teacher of driving
instructor in driving
learner driver instructor
driving instructor
driving trainer
teacher of learner drivers"
,,,,"stone crushing operator
mineral crushing plant operative
stone crushing plant operative
mineral crushing machine operative
stone crushing process operator
stone crushing process operative
mineral crushing plant operator
mineral crushing machine operator
stone crushing machine operative
mineral crushing operator
mineral crushing process operative
stone crushing plant operator
mineral crushing process operator
stone crushing machine operator"
,,,,"editorial production assistant
commercial editorial assistant
editorial assistant
magazine editorial assistant
digital editorial assistant
travel and property editorial assistant
online editorial assistant
editorial arts assistant
fashion editorial assistant
beauty editorial assistant
editorial aide
editorial intern
children's editorial assistant"
,,,,"para-rescue diver
lifeguard
dive rescue technician
dive emergency worker
underwater rescue worker
search and rescue diver
emergency rescue diver
rescue diver
diver life support technician"
,,,,"industrial tool design inspector
industrial tool development  technologist
industrial tool inspector
industrial tool design quality control inspector
industrial engineering technician
industrial tool design quality control  technologist
industrial tool  technologist
industrial tool development inspector
industrial tool design  technologist"
,,,,"service coordinator
field service manager
support services manager
regional service manager
service operations manager
corporate service coordinator
service director
client services coordinator
client services representative
client services manager
service manager
customer service manager"
,,,,"fisheries master
master of fishing vessel
fishing vessel captain"
,,,,"nail technician
manicurist
finger nail technician"
,,,,"consultant metallurgist
chemical tester
chemical technician
extraction metallurgist
forging engineer
metallurgist
steel industry experts
physical metallurgist"
,,,,"shoesmith
farriers
horse hoof trimmer
horse shoe fitter
horse pedicure specialist
farrier"
,,,,"coastguard rescue officer
coastguard officer
coastguard watch officer
coastguard
maritime and coastguard officer"
,,,,"wig and hairpiece maker
wig & hairpiece maker
junior wig maker
wig and hairpiece builder
wig technician
senior wig maker
wig builder
wig consultant
wig and hairpiece technician
wig-hairpiece maker
hairpiece maker
wig maker
wig specialist
make up artist & wig maker"
,,,,"AB
able seaman
watchstander
matrose
dayworker
able seawoman"
,,,,"application software developers
ICT application developer
application designer
application developer
app software developer
software programmer
application software engineer"
,,,,"stand-up comedian
humorist
comic
stand up comedian
stand up
stand-up
comedian
stand-up comic
stand up comic"
,,,,"cross-cut saw operator
crosscut saw worker
crosscut sawyer
crosscut saw operator
cross-cut saw specialist
crosscut saw specialist
cross-cut sawyer
crosscut saw technician
cross-cut saw technician"
,,,,"celtic harp builder
lever harp maker
harp maker
wire harp builder
multi-course harp maker
lever harp builder
pedal harp builder
celtic harp maker
pedal harp maker
wire harp maker
multi-course harp builder"
,,,,"foot soldier
military ranger
infantryman
army soldier
sniper
rifleman
infantry soldier"
,,,,"furniture, carpets and lighting equipment distribution planner
assistant furniture, carpets and lighting equipment distribution manager
senior furniture, carpets and lighting equipment distribution manager
furniture, carpets and lighting equipment logistics manager
graduate furniture, carpets and lighting equipment distribution manager
furniture, carpets and lighting equipment logistics planner
furniture, carpets and lighting equipment supply chain planner
furniture, carpets and lighting equipment distribution manager
furniture, carpets and lighting equipment supply chain manager
trainee furniture, carpets and lighting equipment distribution manager"
,,,,"prop mistress
prop supervisor
prop master/prop mistress
prop coordinator
property  mistress
prop technician
property coordinator
prop master/mistress assistant
prop assistant
property master
property technician
prop master"
,,,,"network integration consultant
application integration consultant
ICT system integration consultant
system integration consultants
systems integration consultant
systems integration consultants"
,,,,"sample clothing sewer
sample sewing machinist
sample garment machinist
sample sewer
garment sample machinist
clothing sample machinist"
,,,,"dental chairside assistant
dental support worker
trainee dental nurse
orthodontic nurse
dental assistant
qualified dental nurse"
,,,,"ticket sales agent
ticket reservation agent
ticket agent
ticket booking agent"
,,,,"boutique supervisor
shop general supervisor
shop staff supervisor
store supervisor
retail shop supervisor
retail store supervisor
shop supervisor"
,,,,"sawmill overseer
sawmill supervisor
saw mill overseer
wood production supervisor
supervisor in wood production
overseer of wood production
manager of wood production
wood production overseer
saw mill senior manager
saw mill supervisor
sawmill senior manager
sawmill controller
controller of wood production
wood production controller
supervisor of wood production
wood production manager
saw mill controller"
,,,,"assembly line machine tender
industrial machinery assembly line inspector
bench precision assembler
assembly line operative
machine assembly worker
industrial machinery assembler
machine assembler
manufacturing assembler
assembly worker
sub assembler
final assembler
assembly line operator"
,,,,"licensed specialised chiropractor
specialised osteopath
specialist chiropractor
specialised etiopath
specialised musculoskeletal therapist
specialised chiropractor
specialised neuromusculoskeletal therapist"
,,,,"animal chiropractitioner
veterinary chiropractor
animal chiropractor
animal chiropractors"
,,,,"sun parlor worker
tan specialist
sun parlor attendant
tanning salon operator
solarium attendant
tanning specialist
solarium worker
tanning consultant
tanning salon manager
sun parlour attendant
solarium consultant
tan consultant
tanning salon worker
tanning salon attendant"
,,,,"modern languages teacher
instructor in modern languages
professor of modern languages
university modern languages teacher
modern languages lector
university modern languages lecturer
modern languages professor
higher education modern languages teacher
university lecturer in modern languages
modern languages instructor
modern languages docent
lecturer in modern languages
modern languages lecturer
senior lecturer in modern languages
specialist lecturer in modern languages
lecturer of modern languages"
,,,,"banquet manager
conference manager
venue director
event manager
venue manager
banqueting manager
party manager
conferencing manager
conferencing and banqueting manager
catering manager"
,,,,"hospice carer
hospice worker
palliative care social worker
hospice care assistant
palliative care assistant
palliative care supervisor
hospice nursing assistant
social worker, palliative care
palliative and hospice social worker"
,,,,"geothermal technology engineering adviser
geothermal O&M engineer
geothermal power plant manager
geothermal engineering consultant"
,,,,"warehouse operator
warehouse worker
warehouse picker
warehouse packager
packager
packer and shipper
packer
order clerk
warehouse packer
order picker
warehouse operative"
,,,,"project leader
projects manager
project manager
project coordinator
project expediter
project director
special project manager
senior project manager"
,,,,"yeast handler
brewing yeast distiller
yeast distilling operative
brewing yeast handling operative
yeast distiller"
,,,,"computer hardware testing technician
hardware tester
computer hardware inspector
inspection technician in computer hardware
computer hardware inspection technician
computer hardware tester
computer hardware test technician
inspector of computer hardware
tester of computer hardware"
,,,,"stud hand
trek assistant
jockey
groom
riding coach
horse groom"
,,,,"chemical products inside technical sales representative
trainee technical sales representative in chemical products
graduate technical sales representative in chemical products
assistant technical sales representative in chemical products
chemical products outside technical sales representative
senior technical sales engineer in chemical products
assistant technical sales engineer in chemical products
trainee technical sales engineer in chemical products
chemical products technical field sales representative
chemical products field salesman
senior technical sales representative in chemical products
technical sales representative in chemical products
graduate technical sales engineer in chemical products
chemical products field salesperson
chemical products  field saleswoman"
,,,,"packing attendant
packing worker
leather goods packing attendant
leather goods packing operator
leather goods packing worker"
,,,,"coffee maker
specialised bartender
specialised coffee bartender
barista
coffee bartender"
,,,,"radiation protection manager
radiation protection officer
radiation protection advisor
radiation protection team leader
radiation protection supervisor"
,,,,"retail business developer
retail business entrepreneur
shop keeper
retail trade entrepreneur
retail product developer
retailer
retail business transformer
shopping entrepreneur
retail innovator
retail experience entrepreneur
retail entrepreneur
entrepreneur
retail sales entrepreneur"
,,,,"flying FX director
flying FX choreographer
flying effects choreographer
fly director
flying effects director
flying director"
,,,,"moralist
philosopher
philosophy student
philosophy scholar
philosophy expert"
,,,,"nitroglycerin production operator
nitroglycerin neutralizer
neutralizer
nitroglycerin production operative
nitroglycerin production worker
nitroglycerine neutralizer
neutraliser"
,,,,"junior accountant
assistant accountant
accounting assistant
accountant assistant
finance assistant
billing and accounting assistant"
